Name,Country,Team,Position,Appearances,Goals,Interceptions,Time Played (min),Fouls Conceded,Total Passes,Touches,Yellow Cards
Gerard Moreno,ES,VIL,Forward,30,10,9,2228,22,963,1415,0
Germán Pezzella,AR,BET,Defender,32,1,31,2770,22,1480,1821,7
Giorgi Gagua,GE,ALA,Forward,0,0,0,0,0,0,0,0
Giorgi Mamardashvili,GE,VAL,Goalkeeper,37,0,2,3285,3,967,1327,3
Giovanni González,UY,MLL,Defender,34,1,31,2464,38,997,1575,7
Giuliano Simeone,AR,ALA,Forward,14,1,5,628,11,154,277,1
Gonzalo Escalante,AR,CAD,Midfielder,25,1,27,1702,31,698,941,2
Gonzalo García,ES,RMA,Forward,2,0,0,17,0,7,12,0
Gonzalo Melero,ES,ALM,Midfielder,28,1,4,1094,21,456,622,3
Gonzalo Montiel,AR,NFO,Defender,14,0,9,802,6,318,487,5
Gonzalo Villar,ES,GRA,Midfielder,35,1,6,1784,44,910,1274,7
Gonçalo Manuel Ganchinho Guedes,PT,VIL,Midfielder,17,3,2,951,5,301,471,0
Gonçalo Mendes Paciência,PT,BOC,Forward,19,3,0,645,9,161,356,3
Gorka Guruzeta,ES,ATH,Forward,32,14,17,2240,45,603,1003,2
Gorka Rivera,ES,GET,Defender,1,0,0,2,0,5,6,0
Guilherme Borges Guedes,PT,NONE,NONE,0,0,0,0,0,0,0,0
Guido Rodríguez,AR,BET,Midfielder,24,2,29,1849,23,1032,1338,6
Guilherme Sousa Carvalho Fernandes,PT,BET,Goalkeeper,0,0,0,0,0,0,0,0
Hamari Traoré,ML,RSO,Defender,31,0,24,2296,32,1220,1797,7
Hannibal Mejbri,TN,SEV,Midfielder,6,0,0,101,4,48,80,2
Horatiu Moldovan,RO,ATM,Goalkeeper,0,0,0,0,0,0,0,0
Houboulang Mendes,GW,MIR,Defender,5,0,2,260,7,72,137,3
Hugo Duro,ES,VAL,Forward,37,13,5,2994,41,556,1049,4
Hugo González,ES,VAL,Midfielder,9,0,0,79,3,30,53,0
Hugo Guillamón,ES,VAL,Defender,26,1,12,1306,36,686,827,6
Hugo Rincón,ES,ATH,Defender,0,0,0,0,0,0,0,0
Hugo Sotelo,ES,CEL,Midfielder,17,0,2,718,16,556,686,1
Hugo Álvarez,ES,CEL,Midfielder,12,1,5,763,9,372,580,1
Héctor Bellerín,ES,BET,Defender,23,0,22,1714,21,768,1232,0
Héctor Fort,ES,BAR,Defender,7,0,2,320,8,203,259,0
Iago Aspas,ES,CEL,Forward,35,9,10,2716,19,1145,1672,6
Ianis Hagi,RO,ALA,Midfielder,22,0,5,798,13,229,454,3
Ibrahima Koné,ML,ALM,Forward,9,0,0,275,3,52,88,0
Ibrahima Kébé,ML,MIR,Midfielder,4,0,1,114,3,72,93,0
Ibrahima Sow,SN,SEV,Forward,0,0,0,0,0,0,0,0
Iddrisu Baba,GH,ALM,Midfielder,25,0,11,1425,29,647,880,5
Ignasi Miquel,ES,GRA,Defender,34,1,45,2991,32,1537,1950,5
Igor Zubeldia,ES,RSO,Midfielder,30,0,32,2523,43,1735,2023,11
Iker Almena,ES,GIR,Midfielder,0,0,0,0,0,0,0,0
Iker Muniain,ES,ATH,Forward,20,2,0,586,5,378,513,1
Iker Muñoz,ES,OSA,Midfielder,28,4,11,1856,37,970,1262,5
Iker Álvarez,AD,VIL,Goalkeeper,32,0,0,2880,1,789,1141,3
Ilaix Moriba,GN,GET,Midfielder,14,0,4,606,19,201,323,3
Ilias Akhomach,MA,VIL,Forward,2,0,1,157,2,51,99,0
Ilias Kostis,GR,ATM,Defender,0,0,0,0,0,0,0,0
Ilkay Gündogan,DE,BAR,Midfielder,36,5,21,2997,15,2337,2858,5
Imanol García de Albéniz,ES,ATH,Defender,9,0,7,523,5,260,407,2
Isaac Romero,ES,SEV,Forward,14,4,0,1050,28,192,404,2
Francisco Román Alarcón Suárez,ES,BET,Midfielder,29,8,10,2338,31,1335,2076,10
Isi Palazón,ES,RAY,Midfielder,37,4,16,2810,32,1055,1810,8
Ivan Rakitic,HR,NONE,NONE,0,0,0,0,0,0,0,0
Ivo Grbic,HR,SHU,Goalkeeper,9,0,0,772,0,271,365,1
Iván Alejo,ES,CAD,Midfielder,30,0,7,1702,49,304,803,17
Iván Balliu,AL,RAY,Defender,33,0,29,2876,41,1038,1799,4
Iván Cuéllar,ES,MLL,Goalkeeper,1,0,0,90,0,27,41,0
Iván Martín,ES,GIR,Midfielder,36,5,21,2745,27,1604,2016,5
Iván Villar,ES,CEL,Goalkeeper,12,0,0,1015,2,273,377,0
Iza Carcelén,ES,CAD,Defender,35,0,27,2609,16,856,1512,2
Iñaki González,ES,LPA,Midfielder,1,0,0,4,0,4,7,0
Ignacio Peña Sotorres,ES,BAR,Goalkeeper,10,0,0,900,0,251,336,0
Iñaki Rupérez,ES,RSO,Defender,0,0,0,0,0,0,0,0
Iñaki Williams,GH,ATH,Forward,34,12,14,2855,32,856,1571,4
Iñigo Arguibide,ES,OSA,Defender,1,0,0,16,1,3,8,0
Íñigo Martínez,ES,BAR,Defender,20,0,11,1293,10,1118,1255,5
Jacobo Ramón,ES,RMA,Defender,0,0,0,0,0,0,0,0
Jaime Mata,ES,GET,Forward,35,5,17,1790,63,472,783,8
Jan Oblak,SI,ATM,Goalkeeper,38,0,0,3420,0,843,1194,1
Jastin García,ES,GIR,Forward,3,0,0,31,0,10,20,0
Jaume Costa,ES,MLL,Defender,30,0,16,1682,25,585,1026,7
Jaume Domènech,ES,VAL,Goalkeeper,2,0,0,79,0,29,44,0
Javi Galán,ES,RSO,Midfielder,14,0,14,1075,21,499,860,3
Javi Guerra,ES,VAL,Midfielder,36,4,18,2503,40,939,1418,3
Javi Hernández,ES,CAD,Midfielder,30,1,19,2517,45,971,1633,10
Javi Llabrés,ES,MLL,Forward,16,1,3,234,5,76,156,1
Javi López,ES,ALA,Defender,32,1,10,2387,25,774,1498,3
Javi Martínez,ES,HUE,Midfielder,38,3,22,2833,46,1070,1606,7
Javi Muñoz,ES,LPA,Midfielder,37,2,20,2646,36,1226,1624,6
Javier Domínguez,ES,CEL,Defender,0,0,0,0,0,0,0,0
Javier Manquillo,ES,CEL,Defender,12,0,3,746,14,361,531,3
Javier Martón,ES,MIR,Forward,20,4,2,1227,9,181,402,5
Javier Rodríguez,ES,CEL,Defender,0,0,0,0,0,0,0,0
Javier Rueda,ES,CEL,Defender,1,0,0,19,0,13,18,0
Jaílson Marques Siqueira,BR,CEL,Midfielder,14,0,12,893,13,483,643,1
Jeremy Jorge,ES,GET,Midfielder,1,0,0,1,0,0,1,0
Jesús Areso,ES,OSA,Defender,37,1,18,2661,30,944,1766,3
Jesús Corona,MX,NONE,NONE,0,0,0,0,0,0,0,0
Jesús Navas,ES,SEV,Defender,29,0,22,2010,12,940,1499,6
Jesús Owono,GQ,ALA,Goalkeeper,4,0,0,360,0,110,146,1
Jesús Vallejo,ES,GRA,Defender,3,0,0,106,2,81,100,1
Jesús Vázquez,ES,VAL,Defender,20,1,3,705,8,179,423,1
Jhon Solís,CO,GIR,Midfielder,18,0,8,369,10,224,317,0
Joan Jordán,ES,SEV,Midfielder,8,0,4,378,1,237,290,1
Joaquín Panichelli,AR,ALA,Forward,8,0,1,222,8,44,92,0
Johan Mojica,CO,OSA,Midfielder,30,0,21,2041,22,904,1481,1
John Patrick,IE,GET,Midfielder,0,0,0,0,0,0,0,0
Johnny Cardoso,US,BET,Midfielder,17,1,32,1331,21,634,889,3
Jon Aramburu,VE,RSO,Defender,11,0,7,541,11,256,415,3
Jon Guridi,ES,ALA,Midfielder,36,3,22,2698,21,802,1157,2
Jon Karrikaburu,ES,AND,Forward,21,3,4,1334,29,208,453,4
Jon Magunazelaia,ES,RSO,Midfielder,5,0,0,118,2,42,76,0
Jon Martín,ES,RSO,Defender,1,0,0,23,0,7,10,0
Jon Moncayola,ES,OSA,Midfielder,33,1,15,1801,24,924,1217,2
Jon Olasagasti,ES,RSO,Midfielder,14,0,3,351,7,168,252,3
Jon Pacheco,ES,RSO,Defender,23,1,10,1521,29,1164,1324,8
Jonathan Bamba,CI,CEL,Midfielder,27,3,18,1993,15,703,1168,0
Jonathan Viera,ES,ALM,Forward,12,0,4,922,10,533,665,1
Jorge Benito,ES,NONE,NONE,0,0,0,0,0,0,0,0
Jorge Cuenca,ES,VIL,Defender,29,3,21,1961,25,1094,1454,7
Jorge Herrando,ES,OSA,Defender,19,0,15,1644,26,736,918,4
Jorge Martín,ES,GET,Defender,13,0,8,574,19,211,359,1
Jorge Meré,ES,CAD,Defender,10,0,8,677,1,225,305,0
Jorge Moreno,ES,OSA,Midfielder,1,0,0,13,0,6,14,0
Jorge Pascual,ES,VIL,Forward,39,4,3,2506,50,630,1098,6
Jorge de Frutos,ES,RAY,Midfielder,36,2,7,1542,15,419,723,1
Joseba Zaldúa,ES,CAD,Defender,13,0,2,709,14,186,329,3
Joseda Álvarez,ES,ALA,Defender,0,0,0,0,0,0,0,0
José Luis Mato Sanmartín,ES,RMA,Forward,34,10,6,1676,10,348,547,1
Joseph Aidoo,GH,CEL,Defender,6,0,4,407,4,181,247,0
José Antonio de la Rosa,ES,NONE,NONE,0,0,0,0,0,0,0,0
José Arnaiz,ES,OSA,Forward,26,2,3,922,8,269,504,3
José Callejón,ES,GRA,Forward,25,0,5,795,11,319,476,2
José Ángel Gómez Campaña,ES,LPA,Midfielder,8,0,2,166,0,156,190,0
José Gayà,ES,VAL,Defender,24,1,11,1797,24,793,1291,2
José Giménez,UY,ATM,Defender,22,0,10,1323,17,650,837,5
José Luís Morales,ES,VIL,Forward,29,7,7,1037,3,201,358,0
José Mari Martín,ES,NONE,NONE,0,0,0,0,0,0,0,0
José Pozo,ES,RAY,Forward,2,0,0,17,1,11,18,0
José Ángel Carmona,ES,GET,Defender,30,1,21,1312,33,466,804,9
João Pedro Cavaco Cancelo,PT,BAR,Defender,32,2,29,2506,40,1557,2343,7
João Félix Sequeira,PT,BAR,Forward,30,7,10,1542,21,627,1038,3
Juan Carlos Martín Corral,ES,GIR,Goalkeeper,0,0,0,0,0,0,0,1
Juan Cruz Álvaro Armada,ES,OSA,Defender,26,0,12,1663,20,751,1094,3
Juan Cruz,ES,LEG,Midfielder,16,4,5,959,9,278,524,2
Juan Foyth,AR,VIL,Defender,12,1,12,1062,18,575,871,1
Juan Herzog,ES,LPA,Defender,4,2,2,291,1,220,259,1
Juan Iglesias,ES,GET,Defender,23,0,16,1413,16,457,855,4
Juan Miranda,ES,BET,Defender,25,1,19,1860,21,920,1446,8
Juanlu Sánchez,ES,SEV,Midfielder,26,0,11,1174,11,552,1005,2
Juan Miguel Jiménez López,ES,CAD,Forward,16,3,6,872,24,222,363,3
Juanmi Latasa,ES,GET,Forward,32,2,4,1554,66,363,637,5
Juan Pedro Ramírez López,ES,GIR,Defender,17,0,7,739,5,548,654,4
Jude Bellingham,GB-ENG,RMA,Midfielder,28,19,21,2323,32,1500,2056,5
Julen Agirrezabala,ES,ATH,Goalkeeper,4,0,0,236,0,80,113,0
Jules Koundé,FR,BAR,Defender,35,1,25,2899,22,2517,3115,4
Julián Araujo,MX,LPA,Defender,25,1,10,1462,13,690,1051,5
Jørgen Strand Larsen,NO,CEL,Forward,37,13,5,2887,65,595,1120,5
Kaiky Fernandes Melo,BR,ALB,Defender,12,0,7,941,13,410,525,3
Kamil Józwiak,PL,GRA,Forward,11,0,2,573,13,171,268,2
Kamil Piatkowski,PL,GRA,Defender,9,0,8,506,3,226,313,1
Kepa Arrizabalaga Revuelta,ES,RMA,Goalkeeper,14,0,0,1197,0,399,504,1
Kevin Vázquez,ES,CEL,Defender,12,0,5,706,11,311,475,3
Kieran Tierney,GB-SCT,RSO,Defender,20,0,10,1243,6,728,1085,1
Kike Barja,ES,OSA,Forward,16,0,2,293,8,90,188,3
Kike García,ES,ALA,Forward,33,3,1,1421,25,288,588,3
Kike Pérez,ES,RAY,Midfielder,24,1,8,828,42,342,568,7
Kike Salas,ES,SEV,Defender,23,3,26,1604,32,967,1271,10
Kiko Femenía,ES,VIL,Defender,23,0,31,1579,25,937,1319,6
Kirian Rodríguez,ES,LPA,Midfielder,37,6,28,3216,23,3013,3486,7
Jorge Resurrección Merodio,ES,ATM,Midfielder,35,0,16,2502,19,2237,2551,5
Lamine Yamal,ES,BAR,Forward,37,5,19,2197,23,1026,1632,3
Largie Ramazani,BE,ALM,Forward,29,3,34,1560,27,303,671,7
Lassina Sangare,CI,GRA,Midfielder,0,0,0,0,0,0,0,0
Loïc Badé,FR,SEV,Defender,28,0,38,2283,24,1336,1695,5
Luca de la Torre,US,CEL,Midfielder,31,1,12,1956,40,743,1038,2
Lucas Boyé,AR,GRA,Forward,31,6,10,2554,72,609,1316,8
Lucas Cañizares,ES,RMA,Goalkeeper,0,0,0,0,0,0,0,0
Lucas Ocampos,AR,SEV,Forward,35,4,21,2885,32,999,1901,9
Lucas Pires Silva,BR,CAD,Defender,28,1,17,1527,12,584,1070,6
Lucas Robertone,AR,ALM,Midfielder,33,0,51,2389,38,1280,1771,11
Lucas Torró,ES,OSA,Midfielder,28,1,33,1788,43,794,1031,5
Lucas Vázquez,ES,RMA,Forward,29,3,12,1410,22,917,1352,0
Lucien Agoumé,FR,SEV,Midfielder,12,0,7,777,19,358,450,3
Luis Hernández,ES,NONE,NONE,0,0,0,0,0,0,0,0
Luis Milla,ES,GET,Midfielder,27,0,32,2123,43,1160,1567,6
Luis Rioja,ES,ALA,Midfielder,37,5,16,2511,22,658,1210,4
Luis Suárez,CO,ALM,Forward,15,6,0,917,18,194,377,3
Luiz Felipe Ramos Marchi,IT,NONE,NONE,0,0,0,0,0,0,0,0
Luiz Henrique André Rosa da Silva,BR,NONE,NONE,0,0,0,0,0,0,0,0
Luka Modric,HR,RMA,Midfielder,32,2,21,1685,19,1563,1887,2
Luka Romero,AR,ALM,Midfielder,13,3,1,434,8,145,252,2
Lulo Dasilva,ES,SEV,Midfielder,0,0,0,0,0,0,0,0
Luís Manuel Arantes Maximiano,PT,ALM,Goalkeeper,33,0,0,2970,1,1113,1456,1
Lázaro Vinícius Marques,BR,NONE,NONE,0,0,0,0,0,0,0,0
Leonardo Micali Carrilho Baptistão,BR,ALM,Forward,32,6,11,1843,21,530,850,6
Malcom Abdulai Ares Djaló,ES,ATH,Forward,12,0,1,258,5,93,172,2
Mamadou Sylla,SN,VLL,Forward,29,8,2,2241,28,379,758,6
Manu Bueno,ES,SEV,Midfielder,4,0,0,99,1,49,73,1
Manu Morlanes,ES,MLL,Midfielder,35,0,20,1610,15,781,1038,2
Manu Sánchez,ES,CEL,Defender,26,0,19,1776,21,638,1149,3
Manu Trigueros,ES,VIL,Midfielder,14,0,3,299,5,160,212,0
Manu Vallejo,ES,ZAR,Forward,29,2,7,913,9,301,540,1
Marc Bartra,ES,BET,Defender,3,0,3,225,4,116,148,1
Marc Cardona,ES,LPA,Forward,26,4,2,724,12,222,386,4
Marc Casadó,ES,BAR,Midfielder,2,0,1,13,0,6,13,0
Marc Guiu,ES,BAR,Forward,3,1,0,73,1,8,23,1
Marc Martínez,ES,GRA,Goalkeeper,3,0,0,270,0,89,113,0
Marc Pubill,ES,ALM,Defender,23,1,15,1889,21,701,1337,2
Marc Roca,ES,BET,Midfielder,26,2,17,1986,48,1158,1474,5
Marc-André ter Stegen,DE,BAR,Goalkeeper,28,0,0,2520,0,919,1142,3
Marciano Sanca Tchami,GW,ALC,Forward,11,0,3,326,11,68,155,0
Marco Camus,ES,VAL,Midfielder,0,0,0,0,0,0,0,0
Marco Moreno,ES,ATM,Defender,0,0,0,0,0,0,0,0
Marcos Acuña,AR,SEV,Defender,21,1,4,1296,18,641,1039,7
Marcos Alonso,ES,BAR,Defender,5,0,4,250,7,172,258,0
Marcos Fernández,ES,MLL,Defender,0,0,0,0,0,0,0,0
Marcos Llorente,ES,ATM,Midfielder,37,6,14,2570,31,1066,1522,5
Marcos Peña,ES,ALM,Midfielder,7,0,13,439,8,217,291,3
Marcos do Nascimento Teixeira,BR,SEV,Defender,7,0,4,354,5,195,249,2
Marko Milovanovic,RS,ALM,Forward,11,1,0,301,15,67,112,0
Mariano Díaz,DO,SEV,Forward,9,0,0,239,8,51,95,1
Mario Domínguez,ES,VAL,Forward,3,0,0,23,0,4,10,0
Mario González,ES,GRA,Midfielder,0,0,0,0,0,0,0,0
Mario Hermoso,ES,ATM,Defender,31,0,30,2556,32,1780,2268,9
Mario Martín,ES,RMA,Midfielder,2,0,0,16,1,15,26,0
Mario de Luis,ES,RMA,Goalkeeper,0,0,0,0,0,0,0,0
Marko Dmitrovic,RS,SEV,Goalkeeper,13,0,1,1170,0,323,467,1
Martin Hongla,CM,GRA,Defender,13,0,6,558,7,278,336,0
Martin Svidersky,SK,NONE,NONE,0,0,0,0,0,0,0,0
Martin Valjent,SK,MLL,Defender,28,0,29,2354,29,983,1352,5
Martín Pascual,ES,RAY,Defender,0,0,0,0,0,0,0,0
Martín Tejón,ES,VAL,Midfielder,0,0,0,0,0,0,0,0
Martín Zubimendi,ES,RSO,Midfielder,31,4,37,2655,36,1526,1864,5
Marvin Olawale Akinlabi Park,ES,LPA,Midfielder,31,0,14,1852,39,638,1086,5
Mason Greenwood,GB-ENG,GET,Forward,33,8,4,2667,39,919,1508,6
Matija Nastasic,RS,MLL,Defender,26,2,29,2257,33,981,1271,8
Matteo Gabbia,IT,ACM,Defender,18,2,10,1276,27,897,1053,5
Matías Arezo,UY,GRA,Forward,14,0,1,359,6,77,132,1
Matías Árbol,ES,SEV,Goalkeeper,0,0,0,0,0,0,0,0
Mauro Arambarri,UY,GET,Midfielder,7,0,2,337,18,135,198,2
Max Svensson,ES,OSA,Midfielder,1,0,0,2,1,0,2,0
Maximiliano Gómez,UY,CAD,Forward,31,0,3,1157,20,233,417,2
Memphis Depay,NL,ATM,Forward,23,5,1,888,14,247,457,2
Miguel Crespo da Silva,PT,RAY,Midfielder,15,0,10,521,19,269,418,4
Miguel Gutiérrez,ES,GIR,Defender,35,2,22,3037,27,1517,2278,4
Miguel Rodríguez,ES,CEL,Forward,15,0,4,291,15,95,191,2
Miguel Rubio,ES,GRA,Defender,19,1,28,1559,20,773,1003,5
Miguel de la Fuente,ES,LEG,Forward,35,13,7,2242,40,358,828,10
Miguel Ángel Brau,ES,GRA,Defender,1,0,0,30,0,8,15,0
Miguel Ángel Morro,ES,VIL,Goalkeeper,9,0,0,810,0,210,301,0
Miguel Martín García,ES,MLL,Defender,0,0,0,0,0,0,0,0
Mihailo Ristic,RS,CEL,Defender,12,0,10,808,12,389,657,2
Mika Mármol,ES,LPA,Defender,36,0,44,3181,23,2538,3036,4
Mikayil Faye,SN,BAR,Defender,0,0,0,0,0,0,0,0
Mikel Jauregizar,ES,ATH,Midfielder,7,0,0,145,4,72,108,0
Mikel Merino,ES,RSO,Midfielder,32,5,16,2485,70,1380,1902,10
Mikel Oyarzabal,ES,RSO,Forward,33,9,4,2155,20,492,790,3
Mikel Vesga,ES,ATH,Midfielder,27,3,32,1535,28,814,1064,2
Adrià Miquel Bosch,ES,GRA,Defender,1,0,0,25,0,14,17,0
Milutin Osmajic,ME,NONE,NONE,0,0,0,0,0,0,0,0
Mohamed-Ali Cho,FR,NIC,Forward,17,1,3,863,17,223,423,2
Moi Gómez,ES,OSA,Midfielder,28,3,11,2010,29,1110,1412,3
Momo Mbaye,SN,CAD,Defender,4,0,5,286,6,83,140,2
Mouctar Diakhaby,GN,VAL,Defender,14,1,11,1071,9,545,702,6
Moussa Diakité,ML,CAD,Midfielder,1,0,0,1,0,0,1,0
Munir El Haddadi,MA,LPA,Forward,38,3,11,2469,30,714,1186,3
Myrto Uzuni,AL,GRA,Midfielder,34,11,4,2459,26,285,586,3
Máximo Perrone,AR,LPA,Midfielder,29,0,24,1627,27,1307,1551,6
Nabil Aberdin,FR,NONE,NONE,0,0,0,0,0,0,0,0
Nabil Fekir,FR,BET,Forward,19,1,7,1049,22,548,831,1
José Ignacio Fernández Iglesias,ES,RMA,Defender,29,0,18,1739,21,1267,1445,4
Nacho Vidal,ES,MLL,Defender,8,0,3,416,9,159,271,2
Nahuel Molina,AR,ATM,Defender,30,2,9,1855,20,1018,1551,4
Nahuel Tenaglia,AR,ALA,Defender,25,1,12,1131,13,380,634,5
Hernando Almodóvar Marrufo,ES,CAD,Goalkeeper,0,0,0,0,0,0,0,0
Nemanja Gudelj,RS,SEV,Midfielder,22,1,27,1744,30,1051,1276,7
Nemanja Maksimovic,RS,GET,Midfielder,37,4,46,3272,20,1022,1434,4
Nemanja Radonjic,RS,MLL,Forward,11,0,3,350,1,96,212,0
Nico Paz,AR,RMA,Midfielder,4,0,1,19,1,23,32,0
Nicholas Williams Arthuer,ES,ATH,Forward,31,5,3,2281,19,660,1367,4
Nikola Maras,RS,LEV,Defender,8,0,3,675,10,397,469,1
Njegos Petrovic,RS,NONE,NONE,0,0,0,0,0,0,0,0
Nobel Mendy,FR,NONE,NONE,0,0,0,0,0,0,0,0
Oihan Sancet,ES,ATH,Midfielder,30,4,10,1990,30,766,1158,3
Omar Alderete,PY,GET,Defender,31,0,13,2194,34,1036,1350,8
Omar Mascarell,GQ,MLL,Midfielder,29,0,31,1573,31,774,978,7
Omenuke Mfulu,CD,LPA,Midfielder,5,0,2,77,0,60,81,1
Oriol Romeu,ES,BAR,Midfielder,28,0,10,930,15,799,954,4
Pablo Barrios,ES,ATM,Midfielder,24,0,28,1556,23,843,1179,5
Pablo Busto,ES,BET,Defender,2,0,1,42,0,21,36,0
Pablo Fornals,ES,BET,Midfielder,15,3,22,1153,13,605,862,2
Pablo Gozálbez,ES,VAL,Midfielder,5,0,1,99,6,30,44,0
Pablo Ibáñez,ES,OSA,Midfielder,33,1,9,1140,26,433,654,5
Pablo Maffeo,AR,MLL,Defender,22,1,10,1455,22,418,833,3
Pablo Marín,ES,RSO,Midfielder,0,0,0,0,0,0,0,0
Pablo Muñoz,ES,NONE,NONE,0,0,0,0,0,0,0,0
Pablo Sáenz,ES,GRA,Forward,1,0,0,18,0,6,11,0
Pablo Torre,ES,GIR,Midfielder,26,0,4,690,8,420,557,1
Pablo Valencia,ES,OSA,Goalkeeper,0,0,0,0,0,0,0,0
Paco Sanz,ES,ALM,Defender,1,0,0,23,0,10,15,0
Alejandro Darío Gómez Villaverde,AR,MNZ,Midfielder,2,0,1,39,0,13,21,0
Pathé Ciss,SN,RAY,Midfielder,31,1,31,1658,27,878,1203,10
Pau Ferrer Besalduch,ES,LPA,Forward,0,0,0,0,0,0,0,0
Pau Cubarsí,ES,BAR,Defender,19,0,12,1562,15,1480,1641,4
Pau Mascaró,ES,MLL,Midfielder,0,0,0,0,0,0,0,0
Pau Prim,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Pau Victor,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Paul Akouokou,CI,OLY,Midfielder,8,0,6,309,9,185,243,1
Paulo Gazzaniga,AR,GIR,Goalkeeper,38,0,0,3420,0,1208,1596,2
Pedro González López,ES,BAR,Midfielder,24,4,14,1482,11,1165,1418,3
Francisco Jesús Crespo,ES,LPA,Forward,17,2,2,499,6,196,357,1
Pep Chavarría,ES,RAY,Defender,22,1,6,1164,8,644,986,3
Pepe Reina,ES,VIL,Goalkeeper,2,0,0,180,0,57,80,2
José Luis García Vayá,ES,VAL,Midfielder,37,7,49,3305,51,1969,2558,4
Pere García,ES,NONE,NONE,0,0,0,0,0,0,0,0
Peru Nolaskoain,ES,EIB,Defender,17,2,22,1117,25,716,921,3
Peter González,DO,VAL,Midfielder,15,0,7,646,11,136,301,1
Pol Tristán,ES,GRA,Goalkeeper,0,0,0,0,0,0,0,0
Cristian Portugués Manzanera,ES,GIR,Midfielder,33,7,4,1176,18,286,469,3
Predrag Rajkovic,RS,MLL,Goalkeeper,36,0,0,3240,1,1129,1430,2
Rachad Fettal,MA,ALM,Forward,1,0,0,16,1,5,9,0
Radamel Falcao,CO,RAY,Forward,22,1,3,391,15,107,190,4
Rafa Marín,ES,ALA,Defender,33,0,33,2442,28,1018,1333,6
Rafa Mir,ES,SEV,Forward,15,2,1,382,9,85,147,1
Rafael Romero,ES,SEV,Goalkeeper,0,0,0,0,0,0,0,0
Ramon Terrats,ES,VIL,Midfielder,19,0,3,781,15,411,595,4
Randy Nteka,AO,RAY,Midfielder,16,1,2,563,19,173,325,2
Raphael Dias Belloli,BR,BAR,Forward,28,6,13,1371,17,587,957,4
Rayane Belaid,ES,ATM,Forward,0,0,0,0,0,0,0,0
Raúl Albiol,ES,VIL,Defender,26,0,16,2035,21,1264,1493,6
Raúl Fernández,ES,GRA,Goalkeeper,4,0,0,281,0,95,121,0
Raúl García,ES,ATH,Midfielder,20,1,3,404,20,129,224,4
Raúl García,ES,OSA,Forward,35,6,5,1348,13,295,492,4
Raúl García,ES,CEL,Goalkeeper,0,0,0,0,0,0,0,0
Raúl Torrente,ES,GRA,Defender,17,0,11,1252,18,759,930,4
Raúl de Tomás,ES,RAY,Forward,25,1,1,1277,24,260,504,5
Reinildo Isnard Mandava,MZ,ATM,Defender,16,2,15,723,14,361,546,2
Renato Tapia,PE,CEL,Midfielder,21,0,21,1337,24,697,1022,3
Ricard Artero,ES,GIR,Midfielder,0,0,0,0,0,0,0,0
Ricard Sánchez,ES,GRA,Defender,33,3,13,2298,27,778,1407,8
Ricardo Visus,ES,BET,Defender,3,0,2,165,3,61,82,0
Robert Lewandowski,PL,BAR,Forward,35,19,9,2758,23,566,1006,5
Robert Navarro,ES,CAD,Midfielder,28,1,19,1905,15,629,1165,0
Robin Le Normand,ES,RSO,Defender,29,2,28,2473,33,1762,2037,13
Rodrigo Sánchez Rodríguez,ES,BET,Midfielder,29,0,8,1039,6,518,778,0
Rodrigo De Paul,AR,ATM,Midfielder,34,3,11,2085,27,1478,1870,7
Rodrigo Riquelme,ES,ATM,Midfielder,34,3,9,1522,11,576,991,1
Rodrygo Silva de Goes,BR,RMA,Forward,34,10,8,2388,10,961,1470,2
Roger Martí,ES,CAD,Forward,23,2,7,1367,34,332,556,3
Roman Yaremchuk,UA,VAL,Forward,25,3,1,926,7,203,349,2
Rominigue Kouamé,ML,CAD,Midfielder,16,0,13,820,11,410,521,2
Ronald Araujo,UY,BAR,Defender,25,1,12,1994,25,1588,1844,6
Rubén Alcaraz,ES,CAD,Midfielder,36,3,33,3138,84,1527,2106,13
Rubén Duarte,ES,ALA,Defender,28,2,23,1875,31,644,1075,7
Rubén García,ES,OSA,Forward,30,3,12,1549,24,666,1027,1
Rubén Iranzo,ES,VAL,Defender,1,0,0,10,0,6,11,0
Rubén Peña,ES,OSA,Forward,29,0,30,2105,28,687,1344,3
Rubén Quintanilla,ES,MLL,Midfielder,0,0,0,0,0,0,0,0
Rubén Sobrino,ES,CAD,Forward,32,0,16,1648,46,497,850,8
Rui Tiago Dantas da Silva,PT,BET,Goalkeeper,28,0,1,2475,2,836,1113,4
Rúben Montero,ES,ALA,Goalkeeper,0,0,0,0,0,0,0,0
Salim El Jebari,MA,ATM,Forward,1,0,0,12,1,3,10,0
Salvi Sánchez,ES,ESP,Midfielder,25,2,1,872,10,279,478,0
Samu Omorodion,ES,ALA,Forward,34,8,1,1922,30,316,685,6
Samuel Dias Lino,BR,ATM,Forward,34,4,14,2087,26,926,1463,0
Samuel de Almeida Costa,PT,MLL,Midfielder,34,1,39,2305,62,1058,1523,8
Sandro Ramírez,ES,LPA,Forward,27,1,4,1819,20,593,983,3
Santi Comesaña,ES,VIL,Midfielder,27,2,23,1656,33,859,1162,6
Santiago Bueno,UY,WOL,Defender,12,0,6,820,10,476,579,1
Santiago García,ES,GET,Midfielder,1,0,0,24,1,7,16,0
Sávio Moreira de Oliveira,BR,GIR,Forward,37,9,18,2989,30,928,1686,5
